"k__Archaea;p__Crenarchaeota" "k__Archaea;p__Euryarchaeota" "k__Archaea;p__[Parvarchaeota]" "k__Bacteria;p__" "k__Bacteria;p__AD3" "k__Bacteria;p__Acidobacteria" "k__Bacteria;p__Actinobacteria" "k__Bacteria;p__AncK6" "k__Bacteria;p__Aquificae" "k__Bacteria;p__Armatimonadetes" "k__Bacteria;p__BHI80-139" "k__Bacteria;p__BRC1" "k__Bacteria;p__Bacteroidetes" "k__Bacteria;p__Caldithrix" "k__Bacteria;p__Chlamydiae" "k__Bacteria;p__Chlorobi" "k__Bacteria;p__Chloroflexi" "k__Bacteria;p__Cyanobacteria" "k__Bacteria;p__Deferribacteres" "k__Bacteria;p__Elusimicrobia" "k__Bacteria;p__FBP" "k__Bacteria;p__FCPU426" "k__Bacteria;p__Fibrobacteres" "k__Bacteria;p__Firmicutes" "k__Bacteria;p__Fusobacteria" "k__Bacteria;p__GAL15" "k__Bacteria;p__GN02" "k__Bacteria;p__GN04" "k__Bacteria;p__GOUTA4" "k__Bacteria;p__Gemmatimonadetes" "k__Bacteria;p__LD1" "k__Bacteria;p__Lentisphaerae" "k__Bacteria;p__MVP-21" "k__Bacteria;p__NC10" "k__Bacteria;p__NKB19" "k__Bacteria;p__Nitrospirae" "k__Bacteria;p__OD1" "k__Bacteria;p__OP1" "k__Bacteria;p__OP11" "k__Bacteria;p__OP3" "k__Bacteria;p__OP8" "k__Bacteria;p__OP9" "k__Bacteria;p__PAUC34f" "k__Bacteria;p__Planctomycetes" "k__Bacteria;p__Proteobacteria" "k__Bacteria;p__SAR406" "k__Bacteria;p__SBR1093" "k__Bacteria;p__SR1" "k__Bacteria;p__Spirochaetes" "k__Bacteria;p__Synergistetes" "k__Bacteria;p__TM6" "k__Bacteria;p__TM7" "k__Bacteria;p__TPD-58" "k__Bacteria;p__Tenericutes" "k__Bacteria;p__Thermotogae" "k__Bacteria;p__Verrucomicrobia" "k__Bacteria;p__WPS-2" "k__Bacteria;p__WS1" "k__Bacteria;p__WS2" "k__Bacteria;p__WS3" "k__Bacteria;p__WS4" "k__Bacteria;p__WWE1" "k__Bacteria;p__ZB3" "k__Bacteria;p__[Caldithrix]" "k__Bacteria;p__[Thermi]"
"10317.000060252" 0 0 0 0 0 0 0.00570930728307413 0 0 0 0 0 0.299145457578734 0 0 0 0 0.000852688750069513 0 0 0 0 0 0.66724748364135 3.70734239160658e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0269153057630638 0 0 0 0 0 0 0 0 1.85367119580329e-05 0 3.70734239160658e-05 0 0 0 0 0 0 0 0 3.70734239160658e-05
"10317.000079382" 0 0 0 0 0 2.47377795369088e-05 0.0313922422323372 0 0 0 0 0 0.682119532950723 0 0 0 0 4.94755590738175e-05 0 0 0 0 0 0.284385513556303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00188007124480507 0 0 0 0 0 0 0 0 0 0 9.89511181476351e-05 0 0 0 0 0 0 0 0 4.94755590738175e-05
"10317.000017155" 0 0 0 0 0 0 0.0266352860136047 0 0 0 0 0 0.194770528974484 0 0 0 0 0 0 0 0 0 0 0.772652908929138 8.61054504750151e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00519502884532591 0 0 0 0 0.000143509084125025 0 0 0 0.00045922906920008 0 5.740363365001e-05 0 0 0 0 0 0 0 0 0
"10317.000079386" 0 0.000477370371212293 0 0 0 0 0.00113659612193403 0 0 0 0 0 0.231297310813575 0 0 0 0 0.000409174603896251 0 0 0 0 0 0.758314200631953 2.27319224386806e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00818349207792503 0 0 0 0 0 0 0 0 2.27319224386806e-05 0 9.09276897547226e-05 0 0 0 0 0 0 0 0 4.54638448773613e-05
"10317.000040411" 0 0 0 0 0 0 0.157894736842105 0 0 0 0 0 0.508771929824561 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000001291" 0 0 0 0 0 0 0.00998278829604131 0 0 0 0 0 0.00172117039586919 0 0 0 0 0 0 0 0 0 0 0.986987951807228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00130808950086059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000001294" 0 0 0 0 0 0 0.00347730600292826 0 0 0 0 0 0.667459736456808 0 0 0 0 0.000183016105417277 0 0 0 0 0 0.317898975109809 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0107979502196193 0 0 0 0 0 0 0 0 0 0 0.000183016105417277 0 0 0 0 0 0 0 0 0
"10317.000001565" 0 0 0 0 0 0 0.00176074937493397 0 0 0 0 0 0.631158220938832 0 0 0 0 3.52149874986794e-05 0 0 0 0 0 0.309363665175899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022079797161672 0 0 0 0 0 0 0 0 7.04299749973589e-05 0 0.0355319223861675 0 0 0 0 0 0 0 0 0
"10317.000001282" 0 0.0101930413985536 0 0 0 0 0.000170833096065144 0 0 0 0 0 0.674847673822675 0 0 0 0 0.00654860201583053 0 0 0 0 0 0.208871932122317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00404304994020842 0 0 0 0 0 0 0 0 0 0 0.0953248676043505 0 0 0 0 0 0 0 0 0
"10317.000001568" 0 0 0 0 0 0 0.00106711905217939 0 0 0 0 0 0.0348592223711933 0 0 0 0 0 0 0 0 0 0 0.0170465428078912 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.945932634689578 0 0 0 0 0 0 0 0 0.000820860809368758 0 0.000273620269789586 0 0 0 0 0 0 0 0 0
"10317.000069235" 0 0 0 0 0 0 0.00473915823522774 0 0 0 0 0 0.0534095610636777 0 0 0 0 0.000150449467785008 0 0 0 0 0 0.933839846541543 3.76123669462519e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00718396208673412 0 0 0 0 0 0 0 0 7.52247338925039e-05 0 0.000564185504193779 0 0 0 0 0 0 0 0 0
"10317.000069234" 0 0.00312772063328282 0 0 0 0 0.010092541837294 0 0 0 0 0 0.347080256666559 0 0 0 0 0.00257956340889305 0 0 0 0 0 0.624222100409504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000806113565279077 0 0 0 0.000290200883500468 0.000644890852223261 0 0 0 0.00257956340889304 0 0.00857704833456937 0 0 0 0 0 0 0 0 0
"10317.000010758" 0 0 0 0 0 0 0.00210053599884108 0 0 0 0 0 0.560480950311459 0 0 0 0 0.00441836882514849 0 0 0 0 0 0.398449949297406 0.00144864551644213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0301318267419962 0 0 0 0 0 0 0 0 0.000724322758221063 0 0.0022454005504853 0 0 0 0 0 0 0 0 0
"10317.000010759" 0 0.000141093474426808 0 0 0 0 0.00832451499118166 0 0 0 0 0 0.47957671957672 0 0 0 0 0.000141093474426808 0 0 0 0 0 0.465608465608467 0.0222927689594356 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0235626102292769 0 0 0 0.000141093474426808 7.05467372134039e-05 0 0 0 7.05467372134039e-05 0 7.05467372134039e-05 0 0 0 0 0 0 0 0 0
"10317.000073384" 0 0 0 0 0 0 0.156962025316456 0 0 0 0 0 0.0278481012658228 0 0 0 0 0.00253164556962025 0 0 0 0 0 0.156962025316456 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.650632911392405 0 0 0 0 0 0 0 0 0.00253164556962025 0 0.00253164556962025 0 0 0 0 0 0 0 0 0
"10317.000020050" 0 0 0 0 0 0 0.00108530497069677 0 0 0 0 0 0.588018233123508 0 0 0 0 0 0 0 0 0 0 0.298458866941611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0575211634469286 0 0 0 0 0 0 0 0 0.00282179292381159 0 0.0520946385934448 0 0 0 0 0 0 0 0 0
"10317.000047368" 0 0.00432574760203122 0 0 0 0 0.0101090840699643 0 0 0 0 0 0.377233402294527 0 0 0 0 0.00315027271017491 0 0 0 0 0 0.522051908971225 0 0 0 0 0 0 0 0.00178672183562159 0 0 0 0 0 0 0 0 0 0 0 0 0.0366277976302426 0 0 0 0 0.000564227948091029 0 0 0 0.0217227760015046 0 0.0224280609366184 0 0 0 0 0 0 0 0 0
"10317.000042708" 0 0 0 0 0 0 0.00420981729392944 0 0 0 0 0 0.56386292834891 0 0 0 0 8.41963458785889e-05 0 0 0 0 0 0.389997474109623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.030310684516292 0 0 0 0 0 0 0 0 0 0 0.0115348993853667 0 0 0 0 0 0 0 0 0
"10317.000042709" 0 0 0 0 0 0 0.0154729956390473 0 0 0 0 0 0.0888544112713854 0 0 0 0 0 0 0 0 0 0 0.863762160348875 4.19322375041932e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0309040590405904 0 0 0 0 0 0 0 0 0 0 0.000964441462596444 0 0 0 0 0 0 0 0 0
"10317.000026555" 0 0 0 0 0 0 0.0183152572779907 0 0 0 0 0 0.399722743211287 0 0 0 0 8.15461143276523e-05 0 0 0 0 0 0.554056919187801 0.0015004485036288 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0257685721275381 0 0 0 0 3.26184457310609e-05 0 0 0 0.000146783005789774 0 0.000375112125907201 0 0 0 0 0 0 0 0 0
"10317.000026554" 0 0.000682768626781599 0 0 0 0 0.00759580097294529 0 0 0 0 0 0.310745071263976 0 0 0 0 0.000853460783476999 0 0 0 0 0 0.543398480839806 0 0 0 0 0 0 0 0.0038405735256465 0 0 0 0 0 0 0 0 0 0 0 0 0.0184347529231032 0 0 0 0 0 0 0 0 0.046940343091235 0 0.0675087479730307 0 0 0 0 0 0 0 0 0
"10317.000074306" 0 0 0 0 0 0 0.0136188242415071 0 0 0 0 0 0.751456457592494 0 0 0 0 0 0 0 0 0 0 0.231293031701596 0 0 0 0 0 0 0 0.000151320269350079 0 0 0 0 0 0 0 0 0 0 0 0 0.00105924188545056 0 0 0 0 0 0 0 0 0.00196716350155103 0 0.000302640538700159 0 0 0 0 0 0 0 0 0.000151320269350079
"10317.000014980" 0 0 0 0 0 0 0.0120230646546436 0 0 0 0 0 0.363268310636732 0 0 0 0 0.000490737332842596 0 0 0 0 0 0.609618451723714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0143540669856459 0 0 0 0 0 0 0.000122684333210649 0 0.000122684333210649 0 0 0 0 0 0 0 0 0 0 0
"10317.000042706" 0 0 0 0 0 0 0.00255661066471877 0 0 0 0 0 0.57554175797419 0 0 0 0 0 0 0 0 0 0 0.201607012417823 6.08716824933041e-05 0 0 0 0 0 0 6.08716824933041e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.220051132213294 0 0 0 0 0 0 0 0 6.08716824933041e-05 0 6.08716824933041e-05 0 0 0 0 0 0 0 0 0
"10317.000014984" 0 0 0 0 0 0 0.0018536826495304 0 0 0 0 0 0.510998517053881 0 0 0 0 0 0 0 0 0 0 0.181043005437469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00827978250123579 0 0 0 0 0.000494315373208107 0 0 0 0.0105042016806723 0 0.286826495304004 0 0 0 0 0 0 0 0 0
"10317.000069780" 0 0 0 0 0 0 0.0152403282532239 0 0 0 0 0 0.475540871789407 0 0 0 0 0 0 0 0 0 0 0.503890013854845 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00522221038047533 0 0 0 0 0 0 0 0 0 0 0.000106575722050517 0 0 0 0 0 0 0 0 0
"10317.000028648" 0 0 0 0 0 0 0.00356873915463445 0 0 0 0 0 0.515469993124447 0 0 0 0 0.000622073797596831 0 0 0 0 0 0.467504829257112 9.82221785679206e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0119831057852863 0 0 0 0 0 0 0 0 3.27407261893069e-05 0 0.000720295976164751 0 0 0 0 0 0 0 0 0
"10317.000028647" 0 1.80274377602711e-05 0 0 0 0 0.00171260658722576 0 0 0 0 0 0.794126660777703 0 0 0 0 1.80274377602711e-05 0 0 0 0 0 0.192515007841936 7.21097510410845e-05 0 0 0 0 0 0 7.21097510410845e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.0114293955400119 0 0 0 0 0 0 0 0 0 0 3.60548755205423e-05 0 0 0 0 0 0 0 0 0
"10317.000031241" 0 0.000350600403190464 0 0 0 0 0.0106494872469103 0 0 0 0 0 0.228416162678587 0 0 0 0 0.00157770181435709 0 0 0 0 0 0.692435796301165 0 0 0 0 0 0 0 0.00127092646156543 0 0 0 0 0 0 0 0 0 0 0 0 0.0354106407222368 0 0 0 0 0 0 0 0 0.0224384258041897 0 0.00745025856779735 0 0 0 0 0 0 0 0 0
"10317.000031792" 0 0 0 0 1.52091254752852e-05 0.000152091254752852 0.00573384030418251 0 0 0 0 0 0.61971102661597 0 0 0 1.52091254752852e-05 1.52091254752852e-05 0 0 0 0 0 0.350920152091258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.04182509505703e-05 0.00620532319391635 0 0 0 0 0 0 0 0 0.00126235741444867 0 0.0159391634980989 0 0 0 0 0 0 0 0 0
"10317.000031791" 0 0 0 0 0 0 0.0186483454851374 0 0 0 0 0 0.207048046363806 0 0 0 0 0 0 0 0 0 0 0.72027481772294 9.3475415965601e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0502430360815106 0 0 0 0 0 0 0 0 9.3475415965601e-05 0 0.00359880351467564 0 0 0 0 0 0 0 0 0
"10317.000031790" 0 0.00012079726192873 0 0 0 0 0.00310046305617073 0 0 0 0 0 0.662089792631366 0 0 0 0 0 0 0 0 0 0 0.206684115160057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.127803503120596 0 0 0 0 0 0 0 0 0 0 0.000201328769881216 0 0 0 0 0 0 0 0 0
"10317.000074301" 0 4.07963446475196e-05 0 0 0 0 0.0200106070496084 0 0 0 0 0 0.553443211488251 0 0 0 0 2.03981723237598e-05 0 0 0 0 0 0.417203818537858 6.11945169712794e-05 0 0 0 0 0 0 8.15926892950392e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.00815926892950392 0 0 0 0.000101990861618799 0 0 0 0 8.15926892950392e-05 0 0.000489556135770235 0 0 0 0 0 0 0 0 0.000305972584856397
"10317.000031308" 0 0 0 0 0 0 0.00148260939253085 0 0 0 0 0 0.440134636961051 0 0 0 0 0 0 0 0 0 0 0.347932360955281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0131832024362879 0 0 0 0 0 0 0 0 0 0 0.197267190254849 0 0 0 0 0 0 0 0 0
"10317.000010192" 0 0 0 0 0 0 0.013075787167151 0 0 0 0 0 0.335421330919831 0 0 0 0 0 0 0 0 0 0 0.643285857190494 0.00219120659267375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00583527842614205 0 0 2.38174629638451e-05 0 7.14523888915353e-05 0 0 0 4.76349259276902e-05 0 4.76349259276902e-05 0 0 0 0 0 0 0 0 0
"10317.000023515" 0 7.98977309044423e-05 0 0 0 0 0.025287631831256 0 0 0 0 0 0.0357542345797379 0 0 0 0 0.000319590923617769 0 0 0 0 0 0.0794582933844679 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.856503675295622 0 0 0 0 3.99488654522212e-05 0 0 0 0 0 0.00255672738894215 0 0 0 0 0 0 0 0 0
"10317.000014183" 0 0 0 0 0 0 0.0199004975124378 0 0 0 0 0 0.718963322920282 0 0 0 0 0 0 0 0 0 0 0.222607890778665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0212889043156311 0 0 0 0 0 0 0 0 0.000115700566932778 0 0.0171236839060511 0 0 0 0 0 0 0 0 0
"10317.000014182" 0 0 0 0 0 0 0.033483668170015 0 0 0 0 0 0.430982643159765 0 0 0 0 0.000273336066694 0 0 0 0 0 0.511206778734453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.019680196801968 0 0 0 0 0 0 0 0 0 0 0.004373377067104 0 0 0 0 0 0 0 0 0
"10317.000014187" 0 0.000365987556423082 0 0 0 0 0.0101256557277053 0 0 0 0 0 0.657435647187995 0 0 0 0 0.000487983408564109 0 0 0 0 0 0.303769671831157 0.000121995852141027 0 0 0 0 0 0 0.000426985482493595 0 0 0 0 0 0 0 0 0 0 0 0 0.0221422471635964 0 0 0 0 0 0 0 0 0.0040258631206539 0 0.00109796266926924 0 0 0 0 0 0 0 0 0
"10317.000073925" 0 0 0 0 0 0 0.00828923037684116 0 0 0 0 0 0.172224701906523 0 0 0 0 3.18816552955429e-05 0 0 0 0 0 0.800548364471086 3.18816552955429e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0187464133137793 0 0 0 0 0 0 0 0 3.18816552955429e-05 0 9.56449658866288e-05 0 0 0 0 0 0 0 0 0
"10317.000014237" 0 0.000969315118286736 0 0 0 0 0.00133280828764426 0 0 0 0 0 0.448308242207615 0 0 0 0 0.0148426377487656 0 0 0 0 0 0.521279495956137 0.000151455487232302 0 0 0 0 0 0 0.000212037682125223 0 0 0 0 0 0 0 0 0 0 0 0 0.00723957228970406 0 0 3.02910974464605e-05 0 0 0 0 0 0.00257474328294914 0 0.00305940084209251 0 0 0 0 0 0 0 0 0
"10317.000052081" 0 0 0 0 0 0 0.00207700910688608 0 0 0 0 0 0.748202588272887 0 0 0 0 0 0 0 0 0 0 0.195638280875539 0.00015976993129893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00687010704585397 0 0 0 0 0 0 0 0 0.00471321297331842 0 0.0423390317942163 0 0 0 0 0 0 0 0 0
"10317.000014188" 0 0 0 0 0 0 0.0200413665216461 0 0 0 0 0 0.0108408815348406 0 0 0 0 0 0 0 0 0 0 0.909635546679978 7.13215890450039e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0472148919477926 0 0 0 0 0 0 0 0 0 0 0.0121959917266957 0 0 0 0 0 0 0 0 0
"10317.000047381" 0 0 0 0 0 0 0.0143777887952405 0 0 0 0 0 0.622335151214676 0 0 0 0 6.19732275656916e-05 0 0 0 0 0 0.343579573624193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0195215666831929 0 0 0 0 0 0 0 0 0.000123946455131383 0 0 0 0 0 0 0 0 0 0 0
"10317.000052085" 0 0 0 0 0 0 0.0148800485879138 0 0 0 0 0 0.430711610486892 0 0 0 0 0.000101224820325944 0 0 0 0 0 0.389209434153254 0.000101224820325944 0 0 0 0 0 0 0.00050612410162972 0 0 0 0 0 0 0 0 0 0 0 0 0.0166008705334548 0 0 0 0 0.00789553598542363 0 0 0 0 0 0.13999392651078 0 0 0 0 0 0 0 0 0
"10317.000065686" 0 0.000563856780377784 0 0 0 0 0.0133211164364251 0 0 0 0 0 0.139977445728785 0 0 0 0 0.000422892585283338 0 0 0 0 0 0.786932619114746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0219904144347336 0 0 0 0 0 0 0 0 0.0364392444319143 0 0.000352410487736115 0 0 0 0 0 0 0 0 0
"10317.000031307" 0 0 0 0 0 0 0.34132139935518 0 0 0 0 0 0.31119772869448 0 0 0 0 0 0 0 0 0 0 0.338001058659351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0031278571772292 0 0 0 0 0 0 0 0 0 0 0.00635195611375776 0 0 0 0 0 0 0 0 0
"10317.000031429" 0 0 0 0 0 0.000394695295232081 0.00486790864119566 0 0 0 0 0 0.645458372802864 0 0 0 0 0.00105252078728555 0 0 0 0 0 0.216082517629724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.131775602568151 0 0 0 0 0 0 0 0 2.63130196821387e-05 0 0.000342069255867803 0 0 0 0 0 0 0 0 0
"10317.000034148" 0 2.52149575127966e-05 0 0 0 0.00015128974507678 0.0162888625532666 0 0 0 0 0 0.381880531531304 0 0 0 0 0 0 0 0 0 0 0.481807408154516 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.52149575127966e-05 0.119594543483194 0 0 0 0 0 0 0 0 0.000176504702589576 0 5.04299150255932e-05 0 0 0 0 0 0 0 0 0
"10317.000034145" 0 5.23639714930539e-06 0 0 1.57091914479162e-05 0.00073833199805206 0.158118248320426 0 0 0 0 0 0.218027868105628 0 0 0 2.6181985746527e-05 0.00491697692319776 0 0 0 0 0 0.61194631645643 0.00173324745642008 0 0 0 0 5.23639714930539e-06 0 5.23639714930539e-06 0 0 0 5.23639714930539e-06 0 0 0 0 5.23639714930539e-06 0 0 6.28367657916647e-05 0.00382780631614223 0 0 0 0 0.000162328311628467 0 2.09455885972216e-05 0 4.71275743437485e-05 0 0.000324656623256934 0 0 0 5.23639714930539e-06 0 0 0 0 0
"10317.000034144" 0 0 0 0 0 5.20969002344361e-05 0.0119301901536859 0 0 0 0 0 0.653347225840062 0 0 0 0 0 0 0 0 0 0 0.324146913258662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0104714769471216 0 0 0 0 0 0 0 0 2.6048450117218e-05 0 2.6048450117218e-05 0 0 0 0 0 0 0 0 0
"10317.000034147" 0 0 0 0 3.15935801845065e-05 0.00120055604701125 0.00647668393782383 0 0 0 0 0 0.198312902818148 0 0 0 3.15935801845065e-05 0.000947807405535195 0 0 0 0 0 0.548369771262477 6.3187160369013e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.15935801845065e-05 0.138095538986478 0 0 0 0 0 0 3.15935801845065e-05 0 0.0470428408947302 0 0.0593643371666877 0 0 0 0 0 0 0 0 0
"10317.000031426" 0 0 0 0 0 0 0.142613878246062 0 0 0 0 0 0.0289484887186037 0 0 0 0 0 0 0 0 0 0 0.767986377181779 0.00042571306939123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0515112813963389 0 0 0 0 0 0 0 0 0 0 0.00255427841634738 0 0 0 0 0 0 0 0 0.00595998297147723
"10317.000047794" 0 0 0 0 0 0 0.0813625132368514 0 0 0 0 0 0.421108365690082 0 0 0 0 0.000529474055771267 0 0 0 0 0 0.411048358630428 0.000176491351923756 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0792446170137663 0 0 0 0 0 0 0.000176491351923756 0 0 0 0.0060007059654077 0 0 0 0 0 0 0 0 0.000352982703847511
"10317.000031420" 0 0 0 0 0 0 0.000865051903114187 0 0 0 0 0 0.407905243545382 0 0 0 0 0 0 0 0 0 0 0.218325791855204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.372837370242215 0 0 0 0 0 0 0 0 0 0 6.65424540857067e-05 0 0 0 0 0 0 0 0 0
"10317.000034142" 0 0 0 0 1.55592379085272e-05 0.000583471421569771 0.00317408453333956 0 0 7.77961895426362e-06 0 0 0.55828879501482 0 0 0 0 3.88980947713181e-05 0 7.77961895426362e-06 0 0 0 0.418901362211277 3.88980947713181e-05 0 0 0 0 0 0 0 0 0 0 7.77961895426362e-06 0 0 0 0 0 0 0 2.33388568627909e-05 0.0166017068483986 0 0 0 7.77961895426362e-06 0 0 7.77961895426362e-06 0 6.2236951634109e-05 0 0.00223275063987366 0 0 0 0 0 0 0 0 0
"10317.000070714" 0 0.000472621700087773 0 0 0 0 0.00378097360070218 0 0 0 0 0 0.564985483762068 0 0 0 0 0 0 0 0 0 0 0.426811153872122 6.75173857268247e-05 0 0 0 0 0 0 3.37586928634123e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.00374721490783877 0 0 0 0 0 0 0 0 0 0 0.000101276078590237 0 0 0 0 0 0 0 0 0
"10317.000070715" 0 0.000364066624192227 0 0 0 0 0.00254846636934559 0 0 0 0 0 0.208519159006098 0 0 0 0 0 0 0 0 0 0 0.688632019659596 9.10166560480568e-05 0 0 0 0 0 0 0.000182033312096114 0 0 0 0 0 0 0 0 0 0 0 0 0.0919268226085374 0 0 0 0 0 0 0 0 0.00700828251570037 0 0.000728133248384454 0 0 0 0 0 0 0 0 0
"10317.000070710" 0 0 0 0 0 0 0.0674834694671334 0 0 0 0 0 0.437436795021391 0 0 0 0 5.8343057176196e-05 0 0 0 0 0 0.475943212757679 5.8343057176196e-05 0 0 0 0 0 0 0.000136133800077791 0 0 0 0 0 0 0 0 0 0 0 0 0.014099572150914 0 0 0 1.94476857253987e-05 0 0 0 0 5.8343057176196e-05 0 0.00464799688837028 0 0 0 0 0 0 0 0 5.8343057176196e-05
"10317.000014236" 0 0 0 0 0 0 0.000632453921214311 0 0 0 0 0 0.525840260209614 0 0 0 0 0 0 0 0 0 0 0.263642934586195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.208980845681243 0 0 0 0 0 0 0 0 0 0 0.000903505601734731 0 0 0 0 0 0 0 0 0
"10317.000070713" 0 0 0 0 0 0 0.0242753623188406 0 0 0 0 0 0.169649758454106 0 0 0 0 0.00591787439613527 0 0 0 0 0 0.75660628019324 0 0 0 0 0 0 0 0.000229468599033816 0 0 0 0 0 0 0 0 0 0 0 0 0.0167028985507246 0 0 0 0 0 0 0 0 0.0264613526570048 0 0.000144927536231884 0 0 0 0 0 0 0 0 1.20772946859903e-05
"10317.000015604" 0 0 0 0 0 0.00010733644609027 0.00101969623785756 0 0 0 0 0 0.614527987978318 0 0 0 0 0.00622551387323566 0 0 0 0 0 0.355229968335747 2.68341115225675e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0227284924596147 0 0 0 0 5.3668223045135e-05 0 0 0 8.05023345677025e-05 0 0 0 0 0 0 0 0 0 0 0
"10317.000030334" 8.56091088091773e-05 0 0 0 0 8.56091088091773e-05 0.00650629226949748 0 0 0 0 0 0.0915375395942127 0 0 0 0 0.00143395257255372 0 0 2.14022772022943e-05 0 0 0.878584881431386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000214022772022943 0.0156236623576749 0 0 0 0 0 0 2.14022772022943e-05 0 0.00479411009331393 0 0.00109151613731701 0 0 0 0 0 0 0 0 0
"10317.000004915" 0 0 0 0 0 0 0.0449826989619377 0 0 0 0 0 0.295662982497397 0 0 0 0 0 0 0 0 0 0 0.569825645849433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00487116605637115 0 0 0 0 0 0 0 0 0.0816676185037122 0 0.00298988813115195 0 0 0 0 0 0 0 0 0
"10317.000004666" 0 0 0 0 0 0 0.00550989070544666 0 0 0 0 0 0.737422093758468 0 0 0 0 0 0 0 0 0 0 0.18769758829374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0692801011652064 0 0 0 0 0 0 0 0 0 0 9.03260771384699e-05 0 0 0 0 0 0 0 0 0
