"k__Archaea;p__Crenarchaeota" "k__Archaea;p__Euryarchaeota" "k__Archaea;p__[Parvarchaeota]" "k__Bacteria;p__" "k__Bacteria;p__AD3" "k__Bacteria;p__Acidobacteria" "k__Bacteria;p__Actinobacteria" "k__Bacteria;p__AncK6" "k__Bacteria;p__Aquificae" "k__Bacteria;p__Armatimonadetes" "k__Bacteria;p__BHI80-139" "k__Bacteria;p__BRC1" "k__Bacteria;p__Bacteroidetes" "k__Bacteria;p__Caldithrix" "k__Bacteria;p__Chlamydiae" "k__Bacteria;p__Chlorobi" "k__Bacteria;p__Chloroflexi" "k__Bacteria;p__Cyanobacteria" "k__Bacteria;p__Deferribacteres" "k__Bacteria;p__Elusimicrobia" "k__Bacteria;p__FBP" "k__Bacteria;p__FCPU426" "k__Bacteria;p__Fibrobacteres" "k__Bacteria;p__Firmicutes" "k__Bacteria;p__Fusobacteria" "k__Bacteria;p__GAL15" "k__Bacteria;p__GN02" "k__Bacteria;p__GN04" "k__Bacteria;p__GOUTA4" "k__Bacteria;p__Gemmatimonadetes" "k__Bacteria;p__LD1" "k__Bacteria;p__Lentisphaerae" "k__Bacteria;p__MVP-21" "k__Bacteria;p__NC10" "k__Bacteria;p__NKB19" "k__Bacteria;p__Nitrospirae" "k__Bacteria;p__OD1" "k__Bacteria;p__OP1" "k__Bacteria;p__OP11" "k__Bacteria;p__OP3" "k__Bacteria;p__OP8" "k__Bacteria;p__OP9" "k__Bacteria;p__PAUC34f" "k__Bacteria;p__Planctomycetes" "k__Bacteria;p__Proteobacteria" "k__Bacteria;p__SAR406" "k__Bacteria;p__SBR1093" "k__Bacteria;p__SR1" "k__Bacteria;p__Spirochaetes" "k__Bacteria;p__Synergistetes" "k__Bacteria;p__TM6" "k__Bacteria;p__TM7" "k__Bacteria;p__TPD-58" "k__Bacteria;p__Tenericutes" "k__Bacteria;p__Thermotogae" "k__Bacteria;p__Verrucomicrobia" "k__Bacteria;p__WPS-2" "k__Bacteria;p__WS1" "k__Bacteria;p__WS2" "k__Bacteria;p__WS3" "k__Bacteria;p__WS4" "k__Bacteria;p__WWE1" "k__Bacteria;p__ZB3" "k__Bacteria;p__[Caldithrix]" "k__Bacteria;p__[Thermi]"
"10317.000028922" 0 0 0 0 0 0 0.155875687924895 0 0 0 0 0 0.100356102298479 0 0 0 0 0.00113305276788605 0 0 0 0 0 0.680155390093881 0.0503399158303658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000161864681126578 0.0119779864033668 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067762" 0 0 0 0 0 0 0.0209966596223328 0 0 0 0 0 0.60927806939805 0 0 0 0 6.81709727997819e-05 0 0 0 0 0 0.354148203694866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00593087463358102 0 0 0 0 0 0 0 0 0.00293135183039062 0 0.00664666984797873 0 0 0 0 0 0 0 0 0
"10317.000067589" 0 0 0 0 0 0 0.000877591163564836 0 0 0 0 0 0.818671508548948 0 0 0 0 0.0021485852625208 0 0 0 0 0 0.167196247541232 0 0 0 0 0 0 0 0.000605235285217128 0 0 0 0 0 0 0 0 0 0 0 0 0.00947193221364805 0 0 0 0 0 0 0 0 0 0 0.00102889998486912 0 0 0 0 0 0 0 0 0
"10317.000028239" 0 0 0 0 0 0 0.00165110159434498 0 0 0 0 0 0.477761725401166 0 0 0 0 0 0 0 0 0 0 0.49576905216449 0.000180589236881482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0125638511944688 0 0 0 0 0.000567566173056086 0 0 0 0.003585986275218 0 0.00792012796037356 0 0 0 0 0 0 0 0 0
"10317.000016279" 0 0 0 0 0 0 0.0420496772931743 0 0 0 0 0 0.04791707412478 0 0 0 0 0 0 0 0 0 0 0.899080774496383 0.000293369841580286 0 0 0 0 0 0 0.000391159788773714 0 0 0 0 0 0 0 0 0 0 0 0 0.00469391746528457 0 0 0 0 0 0 0 0 0.005476237042832 0 9.77899471934285e-05 0 0 0 0 0 0 0 0 0
"10317.000015510" 0 0.000108737019518295 0 0 0 0 0.00473006034904583 0 0 0 0 0 0.515467841026478 0 0 0 0 0 0 0 0 0 0 0.43755776654162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00494753438808242 0 0 0 0 5.43685097591475e-05 0 0 0 0 0 0.0371336921654977 0 0 0 0 0 0 0 0 0
"10317.000047033" 0 0 0 0 0 0 0.017232454816029 0 0 0 0 0 0.496290385196048 0 0 0 0 0 0 0 0 0 0 0.464715524306602 2.15675279299487e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0213302851227192 0 0 0 0 0 0 0 0 2.15675279299487e-05 0 0.000388215502739076 0 0 0 0 0 0 0 0 0
"10317.000020085" 0 0 0 0 0 0 0.00132081009685941 0 0 0 0 0 0.817214558262402 0 0 0 0 0 0 0 0 0 0 0.177502201350162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00396243029057822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000065915" 0 0 0 0 0 0 0.00535015224010439 0 0 0 0 0 0.361765985210961 0 0 0 0 0 0 0 0 0 0 0.130491518051327 0.0023053501522401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00726402783819052 0 0 0 0 0 0 0 0 0 0 0.492822966507177 0 0 0 0 0 0 0 0 0
"10317.000067921" 0 0 0 0 0 0 0.00874235416977473 0 0 0 0 0 0.224317469789646 0 0 0 0 0.00256601521706698 0 0 0 0 0 0.72940474414441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0341041324779949 0 0 0 0 0 0 0 0 0.000686259883634194 0 0.00017902431746979 0 0 0 0 0 0 0 0 0
"10317.000003282" 0 0.000379722802354281 0 0 0 0 0.00189861401177141 0 0 0 0 0 0.137839377254604 0 0 0 0 0 0 0 0 0 0 0.571482817543193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0248718435542054 0 0 0 0 0 0 0 0 0.00892348585532561 0 0.254604138978546 0 0 0 0 0 0 0 0 0
"10317.000068059" 0 0 0 0 0 0 0.00307648279316019 0 0 0 0 0 0.562280890033627 0 0 0 0 0.0518351577591758 0 0 0 0 0 0.363096515704373 3.57730557344208e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0159547828575517 0 0 0 0 0 0 0 0 0.00186019889818988 0 0.00186019889818988 0 0 0 0 0 0 0 0 0
"10317.000067805" 0 0 0 0 0 0 0.00566445554147723 0 0 0 0 0 0.462994708206008 0 0 0 0 0.0232913467988373 0 0 0 0 0 0.478534694790194 0 0 0 0 0 0 0 0.000968920026831632 0 0 0 0 0 0 0 0 0 0 0 0 0.0215025713646866 0 0 0 0 0 0 0 0 0.00514272937318327 0 0.00190057389878512 0 0 0 0 0 0 0 0 0
"10317.000068005" 0 0 0 0 0 0 0.0210506980161646 0 0 0 0 0 0.483761939750183 0 0 0 0 0.000955180014695077 0 0 0 0 0 0.468552534900807 7.34753857457752e-05 0 0 0 0 0 0 7.34753857457752e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.0206465833945628 0 0 0 0 0 0 0 0 3.67376928728876e-05 0 0.00484937545922116 0 0 0 0 0 0 0 0 0
"10317.000002817" 0 0 0 0 0 0 0.0241739779727459 0 0 0 0 0 0.240059734926265 0 0 0 0 3.73343289154377e-05 0 0 0 0 0 0.730782154190778 0 0 0 0 0 0 0 1.86671644577189e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.00259473585962292 0 0 0 0 0 0 0 0 0.00182938211685645 0 0.00050401344035841 0 0 0 0 0 0 0 0 0
"10317.000004854" 0 0 0 0 0 0 0.00197563384919328 0 0 0 0 0 0.00782021731972341 0 0 0 0 0.00028811326967402 0 0 0 0 0 0.00456865327625947 0.00300460981231478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98230161343431 0 0 0 0 0 0 0 0 4.11590385248601e-05 0 0 0 0 0 0 0 0 0 0 0
"10317.000067509" 0 0.000127473788202301 0 0 0 0 0.000956053411517257 0 0 0 0 0 0.704260811370662 0 0 0 0 0.0141495904904554 0 0 0 0 0 0.256349788074827 3.18684470505752e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0146594856432646 0 0 0 0 0 0 0 0 3.18684470505752e-05 0 0.00943306032697027 0 0 0 0 0 0 0 0 0
"10317.000002651" 0 0 0 0 0 0 0.00685801371602743 0 0 0 0 0 0.258763017526035 0 0 0 0 0 0 0 0 0 0 0.730378460756922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00393700787401575 0 0 0 0 0 0 0 0 0 0 6.3500127000254e-05 0 0 0 0 0 0 0 0 0
"10317.000022363" 0 0 0 0 0 0 0.0259541984732824 0 0 0 0 0 0.837977099236642 0 0 0 0 0.000381679389312977 0 0 0 0 0 0.104389312977099 0.000381679389312977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025381679389313 0 0 0 0 0 0 0 0 0.000572519083969466 0 0.0049618320610687 0 0 0 0 0 0 0 0 0
"10317.000001238" 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067543" 0 0 0 0 0 0 0.00740770083980352 0 0 0 0 0 0.405799397876723 0 0 0 0 0.0353747425130724 0 0.0360085564886706 0 0 0 0.398312470289971 0.000911107589922358 0 0 0 0 0 0 3.96133734748851e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.114086515607669 0 0 0 0 0 0 0 0 0.00190144192679449 0 0.00015845349389954 0 0 0 0 0 0 0 0 0
"10317.000073600" 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0.140173410404624 0 0 0 0 0 0 0 0 0 0 0.757707129094412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0187861271676301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067914" 0 0 0 0 0 0 0.00229698211887766 0 0 0 0 0 0.346738285391193 0 0 0 0 0.00904657572973355 0 0 0 0 0 0.557742596649938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0161848893914764 0 0 0 0 0 0 0 0 0.00830447381440384 0 0.0596861969043749 0 0 0 0 0 0 0 0 0
"10317.000010984" 0 0 0 0 0 0 0.137702981989962 0 0 0 0 0 0.242633599055211 0 0 0 0 5.90493061706525e-05 0 0 0 0 0 0.609565987599647 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0012400354295837 0 0 0 0 0 0 0 0 0.00761736049601417 0 0.00118098612341305 0 0 0 0 0 0 0 0 0
"10317.000020105" 0 0 0 0 0 0 0.00438394093216428 0 0 0 0 0 0.399630826026765 0 0 0 0 0 0 0 0 0 0 0.577757268112598 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0182279649284725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067983" 0 0 0 0 0 0 0.0257002351935001 0 0 0 0 0 0.437374385289716 0 0 0 0 8.5524909129784e-05 0 0 0 0 0 0.40427624545649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00983536454992517 0 0 0 0 0 0 0 0 0 0 0.12272824460124 0 0 0 0 0 0 0 0 0
"10317.000067697" 0 0 0 0 0 0 0.0121194379391101 0 0 0 0 0 0.616393442622952 0 0 0 0 5.85480093676815e-05 0 0 0 0 0 0.334923887587821 8.78220140515222e-05 0 0 0 0 0 0 0.000585480093676815 0 0 0 0 0 0 0 0 0 0 0 0 0.0351580796252927 0 0 0 0 0 0 0 0 2.92740046838407e-05 0 0.000644028103044496 0 0 0 0 0 0 0 0 0
"10317.000023346" 0 0 0 0 0 0 0.0309823677581864 0 0 0 0 0 0.425104953820319 0 0 0 0 0 0 0 0 0 0 0.335348446683459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00512174643157011 0 0 0 0 0 0 0 0 0.00999160369437447 0 0.193450881612091 0 0 0 0 0 0 0 0 0
"10317.000068025" 0 0 0 0 0 0 0.00588037634408602 0 0 0 0 0 0.681367607526881 0 0 0 0 4.2002688172043e-05 0 0 0 0 0 0.299437163978495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0132308467741935 0 0 0 0 0 0 0 0 0 0 4.2002688172043e-05 0 0 0 0 0 0 0 0 0
"10317.000005085" 0 0 0 0 0 0 0.0422278217047528 0 0 0 0 0 0.509688070205926 0 0 0 0 0 0 0 0 0 0 0.402728299591624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0400556086540968 0 0 0 0 0 0 0 0 0.00304109827091841 0 0.00225910157268225 0 0 0 0 0 0 0 0 0
"10317.000016282" 0 0.000471285262236585 0 0 0 0 0.0228909984514913 0 0 0 0 0 0.325186830943244 0 0 0 0 0 0 0 0 0 0 0.630041069144283 0 0 0 0 0 0 0 0.000134652932067596 0 0 0 0 0 0 0 0 0 0 0 0 0.019995960412038 0 0 0 0 0 0 0 0 0.000201979398101394 0 0.00107722345654077 0 0 0 0 0 0 0 0 0
"10317.000003337" 0 0 0 0 0 0 0.00145812448737811 0 0 0 0 0 0.588945593730065 0 0 0 0 0.000182265560922264 0 0 0 0 0 0.367037273307209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0102980041921079 0 0 0 0 0 0 0 0 0.00191378838968377 0 0.0301649503326346 0 0 0 0 0 0 0 0 0
"10317.000066544" 0 0 0 0 0 0 0.0326124970855677 0 0 0 0 0 0.319392632315225 0 0 0 0 0.00579972021450221 0 0 0 0 0 0.57280251806948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00139892748892516 0 0 0 0 0 0 0 0 0 0 0.0679937048262998 0 0 0 0 0 0 0 0 0
"10317.000012162" 0 0 0 0 0 0 0.0252466627974463 0 0 0 0 0 0.436157864190365 0 0 0 0 0 0 0 0 0 0 0.507254788160185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0310504933255949 0 0 0 0 0 0 0 0 0.000145095763203714 0 0.000145095763203714 0 0 0 0 0 0 0 0 0
"10317.000014790" 0 0 0 0 0 0 0.0143349026772539 0 0 0 0 0 0.497013561942239 0 0 0 0 0.000105403696156279 0 0 0 0 0 0.474843651184036 3.51345653854262e-05 0 0 0 0 0 0 0.000210807392312557 0 0 0 0 0 0 0 0 0 0 0 0 0.0132457311503057 0 0 0 0 0 0 0 0 0.000105403696156279 0 0.000105403696156279 0 0 0 0 0 0 0 0 0
"10317.000004711" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000001905" 0 0 0 0 0 0 0.0173267326732673 0 0 0 0 0 0.073078736445073 0 0 0 0 0 0 0 0 0 0 0.894625176803395 0.000117868929750118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0078972182932579 0 0 0 0.000117868929750118 0 0 0 0 0.00636492220650636 0 0.000471475719000471 0 0 0 0 0 0 0 0 0
"10317.000020771" 0 0 0 0 0 0 0.00252252252252252 0 0 0 0 0 0.00396396396396396 0 0 0 0 0.000540540540540541 0 0 0 0 0 0.986486486486486 0.00144144144144144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00504504504504504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000066538" 0 0 0 0 0 0 0.001434034416826 0 0 0 0 0 0.619694072657744 0 0 0 0 0.000860420650095602 0 0 0 0 0 0.34378585086042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.034225621414914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000037576" 0 0 0 0 0 0 0.00361738717903101 0 0 0 0 0 0.237442922374429 0 0 0 0 0 0 0 0 0 0 0.7448259503054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0141137401411374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000029245" 0 0.000195656427313637 0 0 0 0.00122285267071023 0.0519467814517707 0 0 4.89141068284093e-05 0 0 0.347828213656819 0 0 0.000195656427313637 0.00151633731168069 0.0118372138524751 0 9.78282136568186e-05 0 0 0 0.556300136959499 0.00073371160242614 0 0 0 0 0.000635883388769321 0 4.89141068284093e-05 0 0 0 0.000880453922911368 0 0.000195656427313637 0 0.000538055175112502 0 0 0 4.89141068284093e-05 0.0247016239483467 0 0 0 9.78282136568186e-05 0 0 0 0 0 0 0.000880453922911368 0 0 0 0 0 0 0 0 4.89141068284093e-05
"10317.000041813" 0 0 0 0 0 0 0.00198033095022321 0 0 0 0 0 0.463028228107273 0 0 0 0 0.00869331722216628 0 0 0 0 0 0.492061893733427 0 0 0 0 0 0 0 0.00302084382237438 0 0 0 0 0 0 0 0 0 0 0 0 0.0189306212868795 0 0 0 0 0 0 0 0 0.0063437720269862 0 0.00577316819387104 0 0 0 0 0 0 0 0 0.000167824656798577
"10317.000023178" 0 0 0 0 0 0 0.0966744006187162 0 0 0 0 0 0.592420726991493 0 0 0 0 0 0 0 0 0 0 0.273395204949729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0355761794276876 0 0 0 0 0 0 0 0 0.000386697602474865 0 0.00154679040989946 0 0 0 0 0 0 0 0 0
"10317.000065541" 0 0.00393152184731761 0 0 0 0 0.00343386085398626 0 0 0 0 0 0.31073952423609 0 0 0 0 0.000547427092664477 0 0 0 0 0 0.623469692445509 0 0 0 0 0 0 0 0.000447894893998208 0 0 0 0 0 0 0 0 0 0 0 0 0.00641982681397432 0 0 0 0 0.000398128794665074 0 0 0 0.0506121230217976 0 0 0 0 0 0 0 0 0 0 0
"10317.000021726" 0 0 0 0 0 0 0.200822011645165 0 0 0 0 0 0.700422422650987 0 0 0 0 0.000456673136202763 0 0 0 0 0 0.0925333942230851 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00496632035620504 0 0 0 0 0.000114168284050691 0 0 0 5.70841420253454e-05 0 0.000627925562278799 0 0 0 0 0 0 0 0 0
"10317.000028600" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"10317.000016752" 0 0 0 0 0 0 0.00426905456059975 0 0 0 0 0 0.554352353186173 0 0 0 0 0.000624739691795085 0 0 0 0 0 0.292169929196168 0.000728862973760933 0 0 0 0 0 0 0.000208246563931695 0 0 0 0 0 0 0 0 0 0 0 0 0.147646813827572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067881" 0 0 0 0 0 0 0.00203853488525021 0 0 0 0 0 0.80877227592556 0 0 0 0 0.000295916354310515 0 0 0 0 0 0.171434207930558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0172289077398567 0 0 0 0 0 0 0 0 3.28795949233905e-05 0 0.000197277569540343 0 0 0 0 0 0 0 0 0
"10317.000042869" 0 0.00302699066677878 0 0 0 0 0.139409736819978 0 0 0 0 0 0.151349533338939 0 0 0 0 8.40830740771883e-05 0 0 0 0 0 0.683763558395695 0 0 0 0 0 0 0 8.40830740771883e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.0108467165559573 0 0 0 0 0 0 0 0 0.0085764735558732 0 0.00252249222231565 0 0 0 0 0 0 0 0 0.000336332296308753
"10317.000001138" 0 0 0 0 0 0 0.0731707317073171 0 0 0 0 0 0.0341463414634146 0 0 0 0 0 0 0 0 0 0 0.32520325203252 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.565853658536586 0 0 0 0 0 0 0 0 0 0 0.0016260162601626 0 0 0 0 0 0 0 0 0
"10317.000046925" 0 0 0 0 0 0 0.0406685236768802 0 0 0 0 0 0.656267409470753 0 0 0 0 3.71402042711235e-05 0 0 0 0 0 0.197103064066852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0784029712163417 0 0 0 0 0 0 0 0 0 0 0.0275208913649025 0 0 0 0 0 0 0 0 0
"10317.000006734" 0 0.0026525198938992 0 0 0 0 0.00663129973474801 0 0 0 0 0 0.320954907161804 0 0 0 0 0.0013262599469496 0 0 0 0 0 0.515915119363396 0.0013262599469496 0 0 0 0 0 0 0.0013262599469496 0 0 0 0 0 0 0 0 0 0 0 0 0.137931034482759 0 0 0 0 0 0 0 0 0.00663129973474801 0 0.00530503978779841 0 0 0 0 0 0 0 0 0
"10317.000032712" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000067965" 0 0 0 0 0 0 0.0477607855212289 0 0 0 0 0 0.63016182558418 0 0 0 0 6.84251941564884e-05 0 0 0 0 0 0.303089397516166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0186458654076431 0 0 0 0 0 0 0 0 3.42125970782442e-05 0 0.000171062985391221 0 0 0 0 0 0 0 0 6.84251941564884e-05
"10317.000011195" 0 0 0 0 0 0 0.0412844036697248 0 0 0 0 0 0.0275229357798165 0 0 0 0 0.00152905198776758 0 0 0 0 0 0.899082568807339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0122324159021407 0 0 0 0 0 0 0 0 0 0 0.018348623853211 0 0 0 0 0 0 0 0 0
"10317.000003611" 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0.666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000030221" 0 0.000676964736291464 0 0 0 0.00147701397009047 0.0127392454920303 0 0 0 0 0 0.382792787248446 0 0 0 0 0.00196935196012062 0 0 0 0 0 0.460459105175701 0 0 0 0 0 0 0 0.000615422487537695 0 0 0 0 0 0 0 0 0 0 0 0 0.0166779494122715 0 0 0 0 0 0 0 0 0.0263400824666133 0 0.0962520770508954 0 0 0 0 0 0 0 0 0
"10317.000067693" 0 0 0 0 0 0 0.000726773529293011 0 0 0 0 0 0.579198126539345 0 0 0 0 8.07526143658901e-05 0 0 0 0 0 0.412403601566601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000282634150280615 0 0 0 0 0 0 0 0 0.00726773529293011 0 4.0376307182945e-05 0 0 0 0 0 0 0 0 0
"10317.000017185" 0 0 0 0 0 0 0.00444883835887296 0 0 0 0 0 0.285879057505355 0 0 0 0 0.00140056022408964 0 0 0 0 0 0.646070192782994 8.23858955346845e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0142527599275004 0 0 0 0 0 0 0 0 0.0443236117976602 0 0.00354259350799143 0 0 0 0 0 0 0 0 0
"10317.000016764" 0 0 0 0 0 0 0.00114193591724323 0 0 0 0 0 0.480419157654329 0 0 0 0 0.0149123396251763 0 0 0 0 0 0.452206623228319 6.71727010143078e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0466850272049439 0 0 0 0 0 0 0 0 0 0 0.00456774366897293 0 0 0 0 0 0 0 0 0
"10317.000029599" 0 0 0 0 0 0 0.013142174432497 0 0 0 0 0 0.71342094782955 0 0 0 0 0.000477897252090801 0 0 0 0 0 0.243807248108323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0291517323775388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000040350" 0 6.86102067038409e-05 0 0 0 0 0.00146576350685478 0 0 0 0 0 0.629199256514851 0 0 0 0 3.1186457592655e-05 0 0 0 0 0 0.323440988984944 0.000130983121889151 0 0 0 0 0 0 1.8711874555593e-05 0 0 0 0 0 0 0 0 0 0 0 0 0.0212754013697092 0 0 0 0 0 0 1.2474583037062e-05 0 0.000810847897409029 0 0.0235457754824545 0 0 0 0 0 0 0 0 0
"10317.000016684" 0 0 0 0 0 0 0.0162628887584877 0 0 0 0 0 0.428703160365496 0 0 0 0 8.38293234973594e-05 0 0 0 0 0 0.514963534244279 0.000167658646994719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0397350993377483 0 0 8.38293234973594e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000022250" 0 0.00121466793604937 0 0 0 0 0.00223236269327993 0 0 0 0 0 0.146941991398838 0 0 0 0 0.000689406125865861 0 0 0 0 0 0.846754866878962 0 0 0 0 0 3.28288631364696e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00210104724073405 0 0 0 0 0 0 0 0 3.28288631364696e-05 0 0 0 0 0 0 0 0 0 0 0
"10317.000042603" 0 0.00177543186180422 0 0 0 0 0.000623800383877159 0 0 0 0 0 0.297168905950096 0 0 0 0 0.00350287907869482 0 0 0 0 0 0.580422264875238 0 0 0 0 0 0 0 0.00182341650671785 0 0 0 0 0 0 0 0 0 0 0 0 0.0455854126679463 0 0 0 0 0.000863723608445297 0 0 0 0.0203454894433781 0 0.0478886756238004 0 0 0 0 0 0 0 0 0
"10317.000028546" 0 0 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0
"10317.000028762" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"10317.000032627" 0 0 0 0 0 0 0.0134911894273128 0 0 0 0 0 0.796310572687225 0 0 0 0 0.0019273127753304 0 0 0 0 0 0.175385462555066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0128854625550661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10317.000060346" 0 0 0 0 0 0 0.0197077811756711 0 0 0 0 0 0.348114169215087 0 0 0 0 0.000169894665307509 0 0 0 0 0 0.607713217804961 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0203873598369011 0 0 0 0 0 0 0 0 0 0 0.00390757730207271 0 0 0 0 0 0 0 0 0
